id,location_cd,status_cd,type_id,street_address1,street_address2,city,postal_cd,created_user_id,created_datetime,updated_user_id,updated_datetime,region_id,latitude,longitude,time_zone,temperature_scale,country_part,country_cd
103124,3124,A,165,455 SPADINA AVENUE,NULL,TORONTO,M5S 1A1,1,2018-06-30 11:39:23.893,1598866,2018-06-30 11:39:24.000,NULL,43.658008,-79.399548,America/Toronto,C,544,CA
103125,3125,A,170,8970 GOREWAY DRIVE,NULL,BRAMPTON,L6T 0A8,1,2018-07-11 20:08:33.230,1598866,2018-07-11 20:08:33.000,NULL,43.752084,-79.683846,America/Toronto,C,544,CA
103126,3126,A,235,"25 PEEL CENTRE DRIVE, BRAMALEA CITY CENTRE, UNIT 353",NULL,BRAMPTON,L6T 3R5,1,2018-06-28 15:06:42.860,1598866,2018-06-28 15:06:43.000,NULL,43.715868,-79.720820,America/Toronto,C,544,CA
103127,3127,A,235,"501 SMYTH ROAD, THE OTTAWA HOSPITAL-GENERAL CAMPUS, CRITICAL CARE TOWER",NULL,OTTAWA,K1H 8L6,1,2018-06-25 20:50:31.470,1598866,2018-06-25 20:50:31.000,NULL,45.402171,-75.646223,America/Toronto,C,544,CA
103128,3128,A,165,"5900, RUE SHERBROOKE EST",NULL,MONTREAL,H1N 1B5,1,2018-07-15 04:41:15.393,1598866,2018-07-15 04:41:15.000,NULL,45.576027,-73.546936,America/Montreal,C,546,CA
103129,3129,A,170,"262, BOUL. ST-JEAN-BAPTISTE",NULL,CHATEAUGUAY,J6K 3C2,1,2018-07-15 04:41:15.010,1598866,2018-07-15 04:41:15.000,NULL,45.346090,-73.723053,America/Montreal,C,546,CA
103130,3130,A,235,"3300 BLOOR STREET WEST, CLARICA BUILDING, UNIT 102",NULL,ETOBICOKE,M8Z 5B5,1,2018-06-27 13:38:30.097,1598866,2018-06-27 13:38:30.000,NULL,43.645426,-79.522440,America/Toronto,C,544,CA
103131,3131,A,195,1500 MAJOR MACKENZIE DRIVE WEST,NULL,VAUGHAN,L6A 0A9,1,2018-07-04 00:05:13.267,1,2018-07-19 05:00:45.000,NULL,43.861608,-79.488310,America/Toronto,C,544,CA
103132,3132,A,165,309-C FINCH AVENUE WEST,NULL,NORTH YORK,M2R 1N2,1,2018-07-01 18:59:35.407,1598866,2018-07-01 18:59:35.000,NULL,43.772916,-79.442297,America/Toronto,C,544,CA
103133,3133,A,170,50 OTTAWA STREET WEST,NULL,HAVELOCK,K0L 1Z0,1,2018-06-28 09:58:39.860,1598866,2018-06-28 09:58:40.000,NULL,44.433307,-77.893051,America/Toronto,C,544,CA
103134,3134,A,170,"351-A, CH. YAMASKA,  RR2",NULL,ST-GERMAIN-DE-GRANTHAM,J0C 1K0,1,2018-06-29 04:21:47.720,1598866,2018-06-29 04:21:48.000,NULL,45.854792,-72.583229,America/Montreal,C,546,CA
103135,3135,A,170,230 CENTENNIAL ROAD,NULL,ORANGEVILLE,L9W 5K2,1,2018-06-26 14:44:42.427,1598866,2018-06-26 14:44:42.000,NULL,43.902145,-80.118047,America/Toronto,C,544,CA
103136,3136,A,165,1800 11TH AVENUE,NULL,REGINA,S4P 0H8,1,2018-07-04 17:18:44.017,1598866,2018-07-04 17:18:44.000,NULL,50.450779,-104.606771,America/Regina,C,547,CA
103137,3137,A,170,81 TOLLGATE ROAD WEST,NULL,CORNWALL,K6J 5L5,1,2018-07-09 13:42:42.873,1598866,2018-07-09 13:42:43.000,NULL,45.045740,-74.750660,America/Toronto,C,544,CA
103138,3138,A,170,1694 POWICK ROAD,NULL,KELOWNA,V1X 7G5,1,2018-05-30 16:03:24.347,1598866,2018-05-30 16:03:24.000,NULL,49.890767,-119.424074,America/Vancouver,C,537,CA
103139,3139,A,235,"1500 RIVERSIDE DRIVE, TIMMINS SQUARE",NULL,TIMMINS,P4R 1A1,1,2018-06-06 04:37:11.683,1598866,2018-06-06 04:37:12.000,NULL,48.472489,-81.381652,America/Toronto,C,544,CA
103140,3140,A,175,8809 100TH STREET,NULL,MORINVILLE,T8R 1V5,1,2018-07-13 16:37:20.010,1598866,2018-07-13 16:37:20.000,NULL,53.785815,-113.645491,America/Edmonton,C,536,CA
103141,3141,A,170,11845 OCEOLA ROAD,NULL,LAKE COUNTRY,V4V 1E3,1,2018-07-13 16:23:19.953,1598866,2018-07-13 16:23:20.000,NULL,50.054349,-119.410498,America/Vancouver,C,537,CA
103142,3142,A,235,EDMONTON INTL AIRPORT (DEPARTURES),NULL,EDMONTON,T5J 2T2,1,2018-06-29 04:38:14.053,1598866,2018-06-29 04:38:14.000,NULL,53.308500,-113.584959,America/Edmonton,C,536,CA
103143,3143,A,165,148 SIMCOE STREET,NULL,TORONTO,M5H 3G4,1,2018-06-05 04:37:18.657,1598866,2018-06-05 04:37:18.000,NULL,43.649716,-79.387216,America/Toronto,C,544,CA
103144,3144,A,165,"33 UNIVERSITY AVENUE, EMPIRE PLAZA",NULL,TORONTO,M5J 2S7,1,2018-06-07 04:19:22.023,1598866,2018-06-07 04:19:22.000,NULL,43.646341,-79.383657,America/Toronto,C,544,CA
103146,3146,A,165,"10153 KING GEORGE HIGHWAY, UNIT 2443",NULL,SURREY,V3T 2W1,1,2018-07-10 20:45:31.970,1598866,2018-07-10 20:45:32.000,NULL,49.186321,-122.850481,America/Vancouver,C,537,CA
103147,3147,A,175,390-398 CUMBERLAND STREET NORTH,NULL,THUNDER BAY,P7A 4P8,1,2018-06-23 04:39:25.077,1,2018-07-19 05:00:45.000,NULL,48.446700,-89.202547,America/Toronto,C,544,CA
103148,3148,A,235,3055 26TH AVE NORTH,NULL,LETHBRIDGE,T1H 5P4,1,2018-06-16 00:45:29.547,1598866,2018-06-16 00:45:29.000,NULL,49.729542,-112.796205,America/Edmonton,C,536,CA
103149,3149,A,165,1094 BLOOR STREET WEST,NULL,TORONTO,M6H 1M5,1,2018-06-07 04:19:22.880,1598866,2018-06-07 04:19:23.000,NULL,43.660176,-79.434286,America/Toronto,C,544,CA
103150,3150,A,170,"36 VERDI DRIVE, BEDFORD COMMONS",NULL,BEDFORD,B4A 0C2,1,2018-07-12 11:10:35.607,1598866,2018-07-12 11:10:35.000,NULL,44.749419,-63.641782,America/Halifax,C,541,CA
103151,3151,A,235,"3401 DUFFERIN STREET, CINEPLEX ENTERTAINMENT COMPLEX",NULL,TORONTO,M6A 2T9,1,2018-06-05 04:37:16.337,1598866,2018-06-05 04:37:16.000,NULL,43.726870,-79.451545,America/Toronto,C,544,CA
103152,3152,A,165,"410, RUE JEAN-TALON OUEST",NULL,MONTREAL,H3N 1R2,1,2018-07-15 04:41:13.887,1598866,2018-07-15 04:41:14.000,NULL,45.529688,-73.622120,America/Montreal,C,546,CA
103153,3153,A,165,"6001 YONGE STREET, WEDGEWOOD PLAZA",NULL,TORONTO,M3M 3W2,1,2018-06-14 13:42:55.390,1,2018-07-19 05:00:45.000,NULL,43.789321,-79.417224,America/Toronto,C,544,CA
103154,3154,A,170,1145 Rang St edouard,NULL,ST-LIBOIRE,J0H 1R0,1,2018-07-13 00:51:08.853,1598866,2018-07-13 00:51:09.000,NULL,45.687798,-72.806814,America/Montreal,C,546,CA
103155,3155,A,175,3134 CLARENCE AVENUE S,NULL,SASKATOON,S7T 0C9,1,2018-07-12 22:09:35.173,1598866,2018-07-12 22:09:35.000,NULL,52.084405,-106.646969,America/Regina,C,547,CA
103156,3156,A,170,7337 KINGSTON ROAD,NULL,TORONTO,M1B 5S3,1,2018-07-11 12:36:01.460,1,2018-07-19 05:00:45.000,NULL,43.799838,-79.144672,America/Toronto,C,544,CA
103157,3157,A,170,"5840, BOUL. TASCHEREAU",NULL,BROSSARD,J4W 1M6,1,2018-05-30 18:00:34.307,1598866,2018-05-30 18:00:34.000,NULL,45.476400,-73.466800,America/Montreal,C,546,CA
103158,3158,A,170,"400, RUE STRASBOURG",NULL,CANDIAC,J5R 0B4,1,2018-07-15 04:41:13.150,1598866,2018-07-15 04:41:13.000,NULL,45.371200,-73.507100,America/Montreal,C,546,CA
103159,3159,A,170,15930 OLD SIMCOE ROAD,NULL,PORT PERRY,L9L 0A2,1,2018-06-06 15:54:52.047,1598866,2018-06-06 15:54:52.000,NULL,44.110553,-78.957238,America/Toronto,C,544,CA
103160,3160,A,165,1176 ST CLAIR AVENUE WEST,NULL,TORONTO,M6E 1B4,1,2018-07-12 14:36:38.627,1598866,2018-07-12 14:36:39.000,NULL,43.677937,-79.443695,America/Toronto,C,544,CA
103161,3161,A,165,"1595 WEST BROADWAY, UNIT 101",NULL,VANCOUVER,V6J 1W6,1,2018-05-05 04:46:49.250,1598866,2018-05-05 04:46:49.000,NULL,49.263842,-123.140921,America/Vancouver,C,537,CA
103162,3162,A,170,2636 INNES ROAD,NULL,OTTAWA,K1B 4Z5,1,2018-07-13 12:37:46.107,1598866,2018-07-13 12:37:46.000,NULL,45.431723,-75.563493,America/Toronto,C,544,CA
103163,3163,A,170,2020 TRIM ROAD,NULL,ORLEANS,K4A 0G4,1,2018-07-05 11:32:49.220,1598866,2018-07-05 11:32:49.000,NULL,45.468813,-75.453765,America/Toronto,C,544,CA
103164,3164,A,170,85 MOUNT HOPE ST,NULL,LINDSAY,K9V 5J1,1,2018-06-06 04:37:07.353,1598866,2018-06-06 04:37:07.000,NULL,44.368533,-78.723232,America/Toronto,C,544,CA
103165,3165,A,235,"975, ROMEO VACHON NORD, PIERRE ELLIOT TRUDEAU INTL AIRPORT, DEPARTURES LOUNGE - POST SECURITY",NULL,DORVAL,H4Y 1H1,1,2018-07-06 09:57:47.390,1598866,2018-07-06 09:57:47.000,NULL,45.458275,-73.747521,America/Montreal,C,546,CA
103166,3166,A,175,"6640 VEDDER ROAD, UNIT 100C",NULL,CHILLIWACK,V2R 0J2,1,2018-06-24 21:48:43.047,1598866,2018-06-24 21:48:43.000,NULL,49.124130,-121.959557,America/Vancouver,C,537,CA
103167,3167,A,165,263 BANK STREET,NULL,OTTAWA,K2P 1X5,1,2018-07-15 03:52:52.597,1598866,2018-07-15 03:52:52.000,NULL,45.416340,-75.697204,America/Toronto,C,544,CA
103168,3168,A,170,6 RICHARD WAY SW,NULL,CALGARY,T3E 7M9,1,2018-05-27 04:38:40.560,1598866,2018-05-27 04:38:40.000,NULL,51.006170,-114.130899,America/Edmonton,C,536,CA
103169,3169,A,165,275 SLATER ST,NULL,OTTAWA,K1P 5H9,1,2018-07-09 12:56:47.583,1598866,2018-07-09 12:56:47.000,NULL,45.418630,-75.701413,America/Toronto,C,544,CA
103170,3170,A,170,1030 HOOVER PARK AVE,NULL,STOUFFVILLE,L4A 0K2,1,2018-07-15 07:23:25.433,1598866,2018-07-15 07:23:25.000,NULL,43.957420,-79.275182,America/Toronto,C,544,CA
103171,3171,A,170,1825 ADELAIDE ST,NULL,LONDON,N5X 4E8,1,2018-06-23 18:21:27.443,1598866,2018-06-23 18:21:28.000,NULL,43.045810,-81.261122,America/Toronto,C,544,CA
103172,3172,A,170,10 SAMNAH CRES,NULL,INGERSOLL,N5C 3J7,1,2018-07-06 14:34:22.597,1598866,2018-07-06 14:34:23.000,NULL,43.015524,-80.877522,America/Toronto,C,544,CA
103173,3173,A,170,1445 WILTON GROVE RD,NULL,LONDON,N6N 1M3,1,2018-06-05 04:37:06.073,1598866,2018-06-05 04:37:06.000,NULL,42.929459,-81.174094,America/Toronto,C,544,CA
103174,3174,A,170,939 WYANDOTTE STREET W,NULL,WINDSOR,N9A 5C7,1,2018-07-07 16:48:03.553,1598866,2018-07-07 16:48:04.000,NULL,42.310101,-83.047199,America/Toronto,C,544,CA
103175,3175,A,175,6220 FINCH AVENUE WEST,NULL,ETOBICOKE,M9V 0A1,1,2018-06-26 21:43:40.560,1598866,2018-06-26 21:43:40.000,NULL,43.741913,-79.589237,America/Toronto,C,544,CA
103176,3176,A,235,"33844 KING ROAD, UNIV COLLEGE OF THE FRASER VALLEY, PETER JONES LEARNING CENTRE",NULL,ABBOTSFORD,V2S 7M8,1,2018-06-29 04:38:15.257,1598866,2018-06-29 04:38:15.000,NULL,49.028681,-122.283851,America/Vancouver,C,537,CA
103177,3177,A,170,5998 MAYFIELD ROAD,NULL,CALEDON,L7C 2W1,1,2018-07-02 21:10:50.553,1598866,2018-07-02 21:10:51.000,NULL,43.790908,-79.761622,America/Toronto,C,544,CA
103178,3178,A,235,1203 PARSONS ROAD,NULL,EDMONTON,T6N 0A9,1,2018-07-11 14:42:09.867,1598866,2018-07-11 14:42:10.000,NULL,53.440219,-113.481778,America/Edmonton,C,536,CA
103179,3179,A,165,"1340, BOUL. LE CORBUSIER, LOCAL C2, LOCAL C2",NULL,LAVAL,H7N 6J5,1,2018-07-15 04:41:12.423,1598866,2018-07-15 04:41:12.000,NULL,45.558187,-73.726108,America/Montreal,C,546,CA
103180,3180,A,195,"1885 HURON STREET, PIONEER PETROLEUM CONVENIENCE STORE",NULL,LONDON,N5V 3A5,1,2018-07-05 16:31:13.130,1598866,2018-07-05 16:31:13.000,NULL,43.027209,-81.187978,America/Toronto,C,544,CA
103181,3181,A,235,"700 MONTREAL ROAD, CANADIAN MORTGAGE AND HOUSING CORP",NULL,OTTAWA,K1A 0P7,1,2018-07-12 16:56:14.690,1598866,2018-07-12 16:56:15.000,NULL,45.443550,-75.636106,America/Toronto,C,544,CA
103182,3182,A,195,537 MALPEQUE ROAD,NULL,WINSLOE,C1E 1Z2,1,2018-07-03 04:38:59.580,1598866,2018-07-03 04:39:00.000,NULL,46.292556,-63.176936,America/Halifax,C,545,CA
103183,3183,A,170,2098 COMMERCE PARK,NULL,INNISFIL,K9S 4A3,1,2018-07-03 22:09:50.133,1598866,2018-07-03 22:09:50.000,NULL,44.285865,-79.673420,America/Toronto,C,544,CA
103184,3184,A,235,"200, PROMENADE DU PORTAGE, PLACE DU CENTRE",NULL,GATINEAU,J8X 4B7,1,2018-07-12 15:46:52.960,1598866,2018-07-12 15:46:53.000,NULL,45.426766,-75.712926,America/Montreal,C,546,CA
103185,3185,A,165,550 ST CLAIR AVENUE WEST,NULL,TORONTO,M6C 1A5,1,2018-06-22 11:08:06.837,1598866,2018-06-22 11:08:07.000,NULL,43.682859,-79.421113,America/Toronto,C,544,CA
103186,3186,A,235,"3111 CONVAIR DRIVE, TORONTO AIRPORT, TERMINAL 1 - ARRIVAL",NULL,MISSISSAUGA,L5P 1B2,1,2018-06-05 04:36:58.383,1598866,2018-06-05 04:36:58.000,NULL,43.681729,-79.613203,America/Toronto,C,544,CA
103187,3187,A,235,3900 INNES ROAD,NULL,ORLEANS,K1W 1K9,1,2018-06-06 04:37:03.490,1598866,2018-06-06 04:37:04.000,NULL,45.451900,-75.508900,America/Toronto,C,544,CA
103188,3188,A,205,866 AVENUE ROAD,NULL,TORONTO,M5P 2K3,1,2018-06-05 04:36:56.950,1598866,2018-06-05 04:36:57.000,NULL,43.698750,-79.406131,America/Toronto,C,544,CA
103189,3189,A,175,11 ROBINSON LANE,NULL,PEMBROKE,K8A 0A5,1,2018-06-06 04:37:02.760,1598866,2018-06-06 04:37:03.000,NULL,45.815614,-77.076285,America/Toronto,C,544,CA
103190,3190,A,165,"678 DUNSMUIR, UNIT 10",NULL,VANCOUVER,V6B 1N3,1,2018-05-23 20:11:13.717,1598866,2018-05-23 20:11:14.000,NULL,49.283359,-123.116423,America/Vancouver,C,537,CA
103191,3191,A,170,"903, BOUL. INDUSTRIEL",NULL,BOIS-DES-FILION,J6Z 4T3,1,2018-07-15 04:41:11.510,1598866,2018-07-15 04:41:11.000,NULL,45.680061,-73.768664,America/Montreal,C,546,CA
103192,3192,A,170,"82B, RUE PRINCIPALE,  RR2, RR 2",NULL,ST-ANTONIN,G0L 2J0,1,2018-03-19 22:43:09.103,1598866,2018-03-19 22:43:09.000,NULL,47.783120,-69.464792,America/Montreal,C,546,CA
103193,3193,A,235,PHARMACY AND HEALTH RESEARCH,NULL,EDMONTON,T6G 2E1,1,2018-06-29 18:05:48.110,1598866,2018-06-29 18:05:48.000,NULL,53.516480,-113.525860,America/Edmonton,C,536,CA
103194,3194,A,170,486-488 WOODLAWN ROAD EAST,NULL,GUELPH,N1E 1B9,1,2018-07-14 08:09:14.057,1598866,2018-07-14 08:09:14.000,NULL,43.577740,-80.260279,America/Toronto,C,544,CA
103195,3195,A,235,2881 MAIN STREET SW,NULL,AIRDRIE,T4B 3G5,1,2018-06-17 14:27:54.690,1598866,2018-06-17 14:27:55.000,NULL,51.262643,-114.006264,America/Edmonton,C,536,CA
103196,3196,A,235,"5695 YONGE STREET, TTC FINCH STATION (outside turnstile)",NULL,NORTH YORK,M2N 3T9,1,2018-07-11 15:59:33.190,1598866,2018-07-11 15:59:33.000,NULL,43.781638,-79.415528,America/Toronto,C,544,CA
103197,3197,A,170,"5865, RUE DES ARPENTS",NULL,LEVIS,G6V 6Y1,1,2018-01-15 05:22:27.300,1598866,2018-01-15 05:22:27.000,NULL,46.787312,-71.156559,America/Montreal,C,546,CA
103198,3198,A,235,"10 TRENCH STREET, MACKENZIE HEALTH",NULL,RICHMOND HILL,L4C 4Z3,1,2018-06-06 04:37:02.043,1598866,2018-06-06 04:37:02.000,NULL,43.869730,-79.450503,America/Toronto,C,544,CA
103199,3199,A,235,"8200 DIXIE RD, ROGERS BUILDING",NULL,BRAMPTON,L6T 0C1,1,2018-06-07 04:19:24.180,1598866,2018-06-07 04:19:24.000,NULL,43.703661,-79.716507,America/Toronto,C,544,CA
103200,3200,A,170,"6700 46TH STREET, #810",NULL,OLDS,T4H 0A2,1,2018-07-15 02:35:58.557,1598866,2018-07-15 02:35:58.000,NULL,51.795412,-114.136072,America/Edmonton,C,536,CA
103201,3201,A,175,1960 PRINCE OF WALES DR,NULL,REGINA,S4Z 1A4,1,2018-07-04 21:05:17.987,1598866,2018-07-04 21:05:18.000,NULL,50.448241,-104.533496,America/Regina,C,547,CA
103202,3202,A,175,625 Boul Cure-Labelle,NULL,SAINTE-ROSE,H7L 5R7,1,2018-07-15 04:41:10.110,1598866,2018-07-15 04:41:10.000,NULL,45.590295,-73.787132,America/Montreal,C,546,CA
103203,3203,A,175,145 HAMILTON ST N,NULL,WATERDOWN,L0R 2H4,1,2018-07-11 15:39:08.803,1598866,2018-07-11 15:39:09.000,NULL,43.336810,-79.904251,America/Toronto,C,544,CA
103204,3204,A,165,2363 WARDEN AVE.,NULL,SCARBOROUGH,M1T 1V7,1,2018-07-08 22:35:15.033,1598866,2018-07-08 22:35:15.000,NULL,43.785371,-79.310483,America/Toronto,C,544,CA
103205,3205,A,190,6897 FINCH AVE WEST,NULL,ETOBICOKE,M9W 0A6,1,2018-06-23 22:07:11.143,1598866,2018-06-23 22:07:11.000,NULL,43.734813,-79.617425,America/Toronto,C,544,CA
103206,3206,A,235,"1-500 Rue Principale, Aeroport International Jean-Lesage",NULL,Quebec City,G2G 2T9,1,2018-06-18 13:02:55.430,1598866,2018-06-18 13:02:55.000,NULL,46.791036,-71.383916,America/Montreal,C,546,CA
103207,3207,A,165,4401 WEST 10TH AVENUE,NULL,VANCOUVER,V6R 2H8,1,2018-05-05 04:46:36.750,1598866,2018-05-05 04:46:36.000,NULL,49.263977,-123.206155,America/Vancouver,C,537,CA
103208,3208,A,165,1509 LONSDALE AVENUE,NULL,NORTH VANCOUVER,V7M 2J2,1,2018-07-10 18:07:54.870,1598866,2018-07-10 18:07:55.000,NULL,49.322437,-123.072710,America/Vancouver,C,537,CA
103209,3209,A,195,"1011 DIVISION STREET, ULTRAMAR CONVENIENCE STORE",NULL,COBOURG,K9A 5J5,1,2018-07-12 10:12:18.597,1598866,2018-07-12 10:12:18.000,NULL,43.980409,-78.175506,America/Toronto,C,544,CA
103210,3210,A,165,11811 224TH ST,NULL,MAPLE RIDGE,V2X 0P1,1,2018-07-09 15:27:06.890,1598866,2018-07-09 15:27:07.000,NULL,49.217536,-122.602001,America/Vancouver,C,537,CA
103212,3212,A,170,"118 BRANT ST, BOX 812",NULL,STEINBACH,R5G 1M6,1,2018-07-06 12:12:06.170,1598866,2018-07-06 12:12:06.000,NULL,49.521971,-96.691802,America/Winnipeg,C,538,CA
103213,3213,A,170,503 TALBOT STREET W,NULL,AYLMER,N5H 2T9,1,2018-06-05 04:36:47.353,1598866,2018-06-05 04:36:47.000,NULL,42.772916,-81.000229,America/Toronto,C,544,CA
103214,3214,A,170,2780 STEVENSVILLE ROAD,NULL,FORT ERIE,L0S 1S0,1,2018-06-05 04:36:46.627,1,2018-07-19 05:00:47.000,NULL,42.950691,-79.054197,America/Toronto,C,544,CA
103215,3215,A,170,"3601, BOUL FRECHETTE, SUITE 1",NULL,CHAMBLY,J3L 0A7,1,2018-07-09 17:54:06.207,1598866,2018-07-09 17:54:06.000,NULL,45.427996,-73.310936,America/Montreal,C,546,CA
103216,3216,A,195,"11910 99 AVENUE, UNIT 102",NULL,GRANDE PRAIRIE,T8W 0C7,1,2018-07-01 17:50:56.737,1598866,2018-07-01 17:50:57.000,NULL,55.169683,-118.858085,America/Edmonton,C,536,CA
103217,3217,A,165,"56 WELLESLEY ST WEST, UNIT 104",NULL,TORONTO,M5S 2S3,1,2018-07-06 13:36:31.500,1598866,2018-07-06 13:36:31.000,NULL,43.664619,-79.387453,America/Toronto,C,544,CA
103218,3218,A,235,"977, RUE STE-CATHERINE OUEST,  SUITE 303, CINEPLEX PARAMOUNT",NULL,MONTREAL,H3B 4W3,1,2018-06-29 04:38:16.783,1598866,2018-06-29 04:38:17.000,NULL,45.500901,-73.572314,America/Montreal,C,546,CA
103219,3219,A,170,"484, AV. BETHANY",NULL,LACHUTE,J8H 4H5,1,2018-07-15 04:41:09.753,1598866,2018-07-15 04:41:10.000,NULL,45.638701,-74.328060,America/Montreal,C,546,CA
103220,3220,A,170,"4780, ROUTE 132",NULL,STE-CATHERINE,J5C 1V9,1,2018-07-15 04:41:09.020,1598866,2018-07-15 04:41:09.000,NULL,45.392235,-73.582134,America/Montreal,C,546,CA
103221,3221,A,190,"5800, AV. CHRISTOPHE-COLOMB",NULL,MONTREAL,H2S 2G2,1,2018-07-15 04:41:08.283,1598866,2018-07-15 04:41:08.000,NULL,45.534900,-73.595300,America/Montreal,C,546,CA
103222,3222,A,170,862 PARSONS ROAD SW,NULL,EDMONTON,T6X 0B4,1,2018-06-05 17:45:30.203,1598866,2018-06-05 17:45:30.000,NULL,53.425816,-113.480428,America/Edmonton,C,536,CA
103223,3223,A,170,"3793, RUE LAVAL",NULL,LAC-MEGANTIC,G6B 1A6,1,2018-06-27 20:00:12.800,1598866,2018-06-27 20:00:13.000,NULL,45.587249,-70.901980,America/Montreal,C,546,CA
103224,3224,A,200,6460 CENTRE STREET NE,NULL,CALGARY,T2K 5C5,1,2018-05-27 04:38:45.217,1598866,2018-05-27 04:38:45.000,NULL,51.110000,-114.061700,America/Edmonton,C,536,CA
103225,3225,A,235,2355 160TH STREET,NULL,SURREY,V3S 9N6,1,2018-06-17 23:23:53.890,1598866,2018-06-17 23:23:54.000,NULL,49.044634,-122.780891,America/Vancouver,C,537,CA
103226,3226,A,195,6422 120TH STREET,NULL,SURREY,V3W 3M5,1,2018-07-06 04:18:32.893,1598866,2018-07-06 04:18:33.000,NULL,49.119415,-122.889878,America/Vancouver,C,537,CA
103227,3227,A,165,419 BLOOR ST EAST,NULL,TORONTO,M4W 1H7,1,2018-07-01 18:10:20.780,1598866,2018-07-01 18:10:21.000,NULL,43.672217,-79.376940,America/Toronto,C,544,CA
103228,3228,A,165,"2750, CH. STE-FOY, SUITE 141, LOCAL 141",NULL,QUEBEC,G1V 1V6,1,2018-05-15 14:11:35.597,1598866,2018-05-15 14:11:35.000,NULL,46.781056,-71.299782,America/Montreal,C,546,CA
103229,3229,A,170,"401, BOUL. RICHELIEU",NULL,RICHELIEU,J3L 3R6,1,2018-06-27 05:27:27.920,1598866,2018-06-27 05:27:28.000,NULL,45.443500,-73.249200,America/Montreal,C,546,CA
103230,3230,A,170,111 INNOVATION DRIVE,NULL,KINGSTON,K7K 7E6,1,2018-06-27 17:47:54.610,1598866,2018-06-27 17:47:55.000,NULL,44.272015,-76.447276,America/Toronto,C,544,CA
103231,3231,A,170,"306, BOUL. ARTHUR-BUIES OUEST",NULL,RIMOUSKI,G5L 0B3,1,2018-01-15 05:22:20.963,1598866,2018-01-15 05:22:21.000,NULL,48.432920,-68.521429,America/Montreal,C,546,CA
103232,3232,A,170,2516 21ST AVENUE,NULL,COALDALE,T1M 0C1,1,2018-07-15 04:44:30.460,1598866,2018-07-15 04:44:30.000,NULL,49.724940,-112.637418,America/Edmonton,C,536,CA
103233,3233,A,165,603 DAVENPORT ROAD,NULL,TORONTO,M5R 1L1,1,2018-07-12 14:34:09.007,1598866,2018-07-12 14:34:09.000,NULL,43.676621,-79.411571,America/Toronto,C,544,CA
103234,3234,A,170,"1420, RUE CYRILLE-DUQUET",NULL,QUEBEC,G1N 2E5,1,2018-05-29 00:06:14.567,1598866,2018-05-29 00:06:14.000,NULL,46.798277,-71.260586,America/Montreal,C,546,CA
103235,3235,A,165,"200 BAY STREET, ROYAL BANK PLAZA, UNIT F6 F7",NULL,TORONTO,M5J 2J1,1,2018-06-29 10:36:28.993,1598866,2018-06-29 10:36:29.000,NULL,43.646670,-79.379486,America/Toronto,C,544,CA
103236,3236,A,235,"1550 Boul De Maisonneuve, Edifice Metro Guy, Édifice Métro Guy",NULL,Montreal,H3G 1N2,1,2018-07-15 04:41:07.567,1598866,2018-07-15 04:41:07.000,NULL,45.495891,-73.578846,America/Montreal,C,546,CA
103237,3237,A,195,"4680, BOUL. HENRI-BOURASSA",NULL,QUEBEC,G1H 3A5,1,2018-01-15 05:22:19.933,1598866,2018-01-15 05:22:20.000,NULL,46.849730,-71.241529,America/Montreal,C,546,CA
103238,3238,A,235,"1940 ARGENTIA ROAD, WALMART HEAD OFFICE",NULL,MISSISSAUGA,L6J 7L5,1,2018-06-07 04:19:26.003,1,2018-07-19 05:00:49.000,NULL,43.600960,-79.737890,America/Toronto,C,544,CA
103239,3239,A,235,"715106 OXFORD ROAD 4, TOYOTA PLANT",NULL,WOODSTOCK,N4S 7V9,1,2018-06-05 04:36:40.867,1598866,2018-06-05 04:36:41.000,NULL,43.136320,-80.767620,America/Toronto,C,544,CA
103240,3240,A,235,"713 MONTREAL ROAD, MONTFORT HOSPITAL",NULL,OTTAWA,K1K 0T2,1,2018-06-06 04:36:59.180,1598866,2018-06-06 04:36:59.000,NULL,45.445944,-75.638820,America/Toronto,C,544,CA
103241,3241,A,170,"171 HWY 16 A, SUITE B",NULL,SPRUCE GROVE,T7X 4P9,1,2018-06-27 11:14:42.670,1598866,2018-06-27 11:14:43.000,NULL,53.540341,-113.927233,America/Edmonton,C,536,CA
103242,3242,A,175,"13935, RUE ST-SIMON",NULL,MIRABEL,J7N 1P4,1,2018-07-15 04:41:06.820,1,2018-07-19 05:00:49.000,NULL,45.705151,-74.095460,America/Montreal,C,546,CA
103243,3243,A,170,"1105, AV. DU PHARE OUEST",NULL,MATANE,G4W 3M6,1,2018-06-04 23:48:18.203,1598866,2018-06-04 23:48:18.000,NULL,48.845079,-67.557571,America/Montreal,C,546,CA
103244,3244,A,170,2953 26TH AVENUE NORTH,NULL,LETHBRIDGE,T1H 5P4,1,2018-07-13 16:59:27.897,1598866,2018-07-13 16:59:28.000,NULL,49.727708,-112.798708,America/Edmonton,C,536,CA
103247,3247,A,165,1269 COLLEGE ST,NULL,TORONTO,M6H 1C5,1,2018-06-07 04:19:26.893,1598866,2018-06-07 04:19:27.000,NULL,43.650858,-79.439548,America/Toronto,C,544,CA
103248,3248,A,195,1472 WELLINGTON ST EAST,NULL,AURORA,L4G 7B6,1,2018-07-12 17:38:13.097,1598866,2018-07-12 17:38:13.000,NULL,44.011041,-79.419427,America/Toronto,C,544,CA
