id	location_cd	status_cd		type_id	street_address1	street_address2	city	postal_cd	created_user_id	created_datetime	updated_user_id	updated_datetime	region_id	latitude	longitude	time_zone	temperature_scale	country_part	country_cd
103035	3035	A	#N/A	225	1 HORSESHOE LAKE RD	NULL	PARRY SOUND	P2A 2W8	1	51:15.7	1598866	51:16.0	NULL	45.305925	-79.895483	America/Toronto	C	544	CA
103036	3036	A	#N/A	170	773080 HIGHWAY 59	NULL	NORWICH	N0J 1P0	1	25:59.5	1598866	26:00.0	NULL	42.974065	-80.5933	America/Toronto	C	544	CA
103037	3037	A	#N/A	235	"4110 YONGE STREET, YONGE CORPORATE CENTRE  BYC00"	NULL	NORTH YORK	M2P 2B7	1	03:34.5	1598866	03:34.0	NULL	43.746438	-79.408661	America/Toronto	C	544	CA
103038	3038	A	#N/A	170	17250 HIGHWAY 27	NULL	SCHOMBERG	L0G 1T0	1	38:35.2	1598866	38:36.0	NULL	44.005456	-79.67784	America/Toronto	C	544	CA
103039	3039	A	#N/A	170	"1750, BOUL. ST-PAUL"	NULL	CHICOUTIMI	G7J 4N1	1	38:03.2	1598866	38:03.0	NULL	48.399577	-71.102451	America/Montreal	C	546	CA
103040	3040	A	#N/A	235	"INTERNATIONAL DEPARTURES, LESTER B PEARSON INTL AIRPORT, TERMINAL 1  POST SECURITY"	NULL	MISSISSAUGA	L5P 1B4	1	44:07.9	1598866	44:08.0	NULL	43.676933	-79.61088	America/Toronto	C	544	CA
103041	3041	A	#N/A	235	"TRANSBORDER US DEPARTURES, LESTER B PEARSON INTL AIRPORT, TERMINAL 1 POST-SECURITY"	NULL	MISSISSAUGA	L5P 1B4	1	37:54.7	1598866	37:54.0	NULL	43.678132	-79.611602	America/Toronto	C	544	CA
103042	3042	A	#N/A	195	20250 88TH AVENUE	NULL	LANGLEY	V2Y 2B9	1	52:13.5	1598866	52:13.0	NULL	49.162518	-122.660354	America/Vancouver	C	537	CA
103043	3043	A	#N/A	235	"1000 AIRPORT ROAD, OTTAWA INTERNATIONAL AIRPORT, LEVEL TWO UNITED STATES TRANSBORDER"	NULL	OTTAWA	K1V 9B4	1	21:48.5	1598866	21:49.0	NULL	45.323415	-75.669224	America/Toronto	C	544	CA
103044	3044	A	#N/A	235	CENTRAL ACADEMIC BUILDING	NULL	EDMONTON	T6G 2H6	1	38:09.3	1598866	38:09.0	NULL	53.526591	-113.524765	America/Edmonton	C	536	CA
103045	3045	A	#N/A	170	7305 Boul Grande-Allee	NULL	BROSSARD	J4Z 0E3	1	29:11.4	1598866	29:11.0	NULL	45.458197	-73.419582	America/Montreal	C	546	CA
103046	3046	A	#N/A	235	"3211 GRANT MCCONNACHIE WAY, VANCOUVER INTL AIRPORT, INTL ARRIVALS LEVEL - PRE SECURITY"	NULL	VANCOUVER	V7B 1Y7	1	38:09.9	1598866	38:10.0	NULL	49.195103	-123.177735	America/Vancouver	C	537	CA
103047	3047	I	#N/A	235	"3880 GRANT MCCONNACHIE WAY, VANCOUVER INTL AIRPORT, INTL DEPARTURES LEVEL - POSTSECURITY"	NULL	VANCOUVER	V7B 1Y7	1	43:50.9	1	43:50.9	NULL	49.194462	-123.17502	America/Vancouver	C	537	CA
103048	3048	A	#N/A	235	"9300 AIRPORT ROAD, JOHN C MUNRO HAMILTON INTL AIRPORT, PRE SECURITY AND POST SECURITY"	NULL	MOUNT HOPE	L0R 1W0	1	17:32.7	1598866	17:33.0	NULL	43.163362	-79.926401	America/Toronto	C	544	CA
103049	3049	A	#N/A	170	85 HARRISVILLE BLVD	NULL	MONCTON	E1H 3N4	1	39:03.3	1598866	39:03.0	NULL	46.131891	-64.72886	America/Moncton	C	539	CA
103050	3050	A	#N/A	165	3463 DUNBAR STREET	NULL	VANCOUVER	V6S 2C3	1	46:49.7	1598866	46:49.0	NULL	49.256157	-123.185166	America/Vancouver	C	537	CA
103051	3051	A	#N/A	170	11472 BRAESIDE DR SW	NULL	CALGARY	T2W 4X8	1	38:29.4	1598866	38:29.0	NULL	50.953351	-114.117318	America/Edmonton	C	536	CA
103052	3052	A	#N/A	165	"917 85TH ST SW, UNIT 402"	NULL	CALGARY	T3H 5Z9	1	19:20.9	1598866	19:21.0	NULL	51.059377	-114.21212	America/Edmonton	C	536	CA
103053	3053	A	#N/A	170	3522 118TH AVENUE NW	NULL	EDMONTON	T5W 0Z4	1	24:27.7	1598866	24:28.0	NULL	53.570669	-113.396187	America/Edmonton	C	536	CA
103054	3054	A	#N/A	195	2935 BLUE JAY ROAD	NULL	ABBOTSFORD	V2T 2J3	1	46:55.0	1598866	46:55.0	NULL	49.055547	-122.370886	America/Vancouver	C	537	CA
103055	3055	I	#N/A	235	"1280 MAIN ST W, MCMASTER UNIVERSITY"	NULL	HAMILTON	L8A 4K1	1	43:50.9	1	43:50.9	NULL	43.264945	-79.916441	America/Toronto	C	544	CA
103056	3056	A	#N/A	235	PARAMOUNT CHINOOK	NULL	CALGARY	T2H 0K4	1	38:10.5	1598866	38:10.0	NULL	50.995569	-114.074727	America/Edmonton	C	536	CA
103057	3057	A	#N/A	170	"2030, ROUTE 112"	NULL	SAINT-CESAIRE	J0L 1T0	1	36:42.1	1598866	36:42.0	NULL	45.4146	-73.012981	America/Montreal	C	546	CA
103058	3058	A	#N/A	235	"100 BOROUGH DRIVE, BELL BOROUGH BLDG-1ST FL CAFETERIA"	NULL	SCARBOROUGH	M1P 4W2	1	37:51.1	1598866	37:51.0	NULL	43.773157	-79.259821	America/Toronto	C	544	CA
103059	3059	A	#N/A	170	"1410, ROUTE 117"	NULL	VAL-DAVID	J0T 2N0	1	39:24.3	1598866	39:24.0	NULL	46.027065	-74.216394	America/Montreal	C	546	CA
103060	3060	A	#N/A	170	1240 BURLOAK DRIVE	NULL	BURLINGTON	L7L 3X5	1	56:53.6	1598866	56:54.0	NULL	43.400604	-79.764685	America/Toronto	C	544	CA
103061	3061	I	#N/A	235	"600 UNIVERSITY AVENUE, MOUNT SINAI HOSPITAL"	NULL	TORONTO CORE	M5G 1X5	1	43:50.9	1	43:50.9	NULL	43.657459	-79.389648	America/Toronto	C	544	CA
103062	3062	A	#N/A	175	"79, CH. DE LAVALTRIE"	NULL	LAVALTRIE	J5T 2H5	1	08:15.8	1598866	08:16.0	NULL	45.892458	-73.294471	America/Montreal	C	546	CA
103063	3063	A	#N/A	170	1400 Rue edouard-Dufour	NULL	PLESSISVILLE	G6L 5S2	1	24:00.8	1598866	24:01.0	NULL	46.212349	-71.771115	America/Montreal	C	546	CA
103064	3064	A	#N/A	170	"2279, BOUL. MERCURE"	NULL	DRUMMONDVILLE	J2B 3R8	1	22:42.8	1598866	22:43.0	NULL	45.851466	-72.45665	America/Montreal	C	546	CA
103065	3065	A	#N/A	165	"700 UNIVERSITY AVENUE, ONTARIO POWER GENERATION BUILDING"	NULL	TORONTO	M5G 1Z5	1	37:49.6	1598866	37:49.0	NULL	43.659618	-79.390843	America/Toronto	C	544	CA
103066	3066	A	#N/A	170	"221, AV. INDUSTRIELLE, ROUTE 132"	NULL	LA POCATIERE	G0R 1Z0	1	22:42.4	1598866	22:42.0	NULL	47.3698	-70.044219	America/Montreal	C	546	CA
103067	3067	A	#N/A	170	4285 KING ST EAST	NULL	KITCHENER	N2P 2E9	1	37:48.9	1598866	37:49.0	NULL	43.409232	-80.398823	America/Toronto	C	544	CA
103068	3068	A	#N/A	235	"3065, AV. DE GRANBY, (DOMAINE SC)"	NULL	MONTREAL	H1N 2Z7	1	39:24.9	1598866	39:25.0	NULL	45.5818	-73.5423	America/Montreal	C	546	CA
103069	3069	A	#N/A	170	"894, BOUL. ST-JOSEPH"	NULL	GATINEAU	J8Z 1S9	1	39:25.2	1598866	39:25.0	NULL	45.464548	-75.738738	America/Montreal	C	546	CA
103070	3070	A	#N/A	170	"450 LANSDOWNE STREET, UNIT 610"	NULL	KAMLOOPS	V2C 1Y3	1	46:56.5	1598866	46:56.0	NULL	50.677196	-120.326749	America/Vancouver	C	537	CA
103071	3071	A	#N/A	195	2611 LAWRENCE AVE EAST	NULL	SCARBOROUGH	M1P 2S2	1	29:45.7	1598866	29:46.0	NULL	43.751301	-79.264632	America/Toronto	C	544	CA
103072	3072	A	#N/A	195	3580 STRANDHERD DR	NULL	NEPEAN	K2J 5L4	1	25:19.1	1598866	25:19.0	NULL	45.274434	-75.738382	America/Toronto	C	544	CA
103073	3073	A	#N/A	175	445 BERFORD STREET	NULL	WIARTON	N0H 2T0	1	45:49.8	1598866	45:50.0	NULL	44.739436	-81.140304	America/Toronto	C	544	CA
103074	3074	A	#N/A	195	7015 YONGE ST	NULL	THORNHILL	L3T 2A5	1	49:04.9	1598866	49:05.0	NULL	43.798835	-79.419801	America/Toronto	C	544	CA
103075	3075	A	#N/A	165	"225 7TH AVENUE SW, UNIT 165"	NULL	CALGARY	T2P 2W3	1	38:32.0	1598866	38:32.0	NULL	51.046482	-114.066735	America/Edmonton	C	536	CA
103076	3076	A	#N/A	235	"1055 FOUNTAIN D W, TOYOTA PLANT - NORTH PLANT CAFE, UNT 1, ATTN:  DANA HOSPITALITY INC"	NULL	CAMBRIDGE	N3H 5K2	1	37:44.2	1598866	37:44.0	NULL	43.419029	-80.369518	America/Toronto	C	544	CA
103077	3077	A	#N/A	170	"18682 FRASER HWY, #401"	NULL	SURREY	V3S 7Y4	1	58:00.1	1598866	58:00.0	NULL	49.124599	-122.704689	America/Vancouver	C	537	CA
103078	3078	A	#N/A	195	15710 STONY PLAIN ROAD NW	NULL	EDMONTON	T5P 3Z5	1	32:56.5	1598866	32:56.0	NULL	53.541659	-113.592877	America/Edmonton	C	536	CA
103079	3079	A	#N/A	175	"3510 8TH STREET E, UNIT A"	NULL	SASKATOON	S7H 0W6	1	56:08.0	1598866	56:08.0	NULL	52.114417	-106.594913	America/Regina	C	547	CA
103080	3080	A	#N/A	235	18521 STONY PLAIN ROAD NW	NULL	EDMONTON	T5S 2V9	1	41:37.0	1598866	41:37.0	NULL	53.538777	-113.644341	America/Edmonton	C	536	CA
103081	3081	A	#N/A	170	"20159 88TH AVENUE, THUNDERBIRD SHOPPING CENTRE, UNIT H101"	NULL	LANGLEY	V1M 0A4	1	18:00.6	1598866	18:01.0	NULL	49.164253	-122.664587	America/Vancouver	C	537	CA
103082	3082	A	#N/A	235	"1610 CHAMPLAIN AVE, DURHAM COLLEGE, WHITBY CAMPUS"	NULL	WHITBY	L1N 6A7	1	37:17.1	1598866	37:17.0	NULL	43.871485	-78.900889	America/Toronto	C	544	CA
103083	3083	A	#N/A	170	7288 KING GEORGE BLVD	NULL	SURREY	V3W 5A5	1	33:46.5	1598866	33:47.0	NULL	49.134937	-122.8452	America/Vancouver	C	537	CA
103084	3084	A	#N/A	235	"1500, RUE ATWATER, PLACE ALEXIS-NIHON, LOCAL S09"	NULL	MONTREAL	H3Z 1X5	1	39:26.1	1598866	39:26.0	NULL	45.489	-73.5858	America/Montreal	C	546	CA
103085	3085	I	#N/A	235	"17 DAFOE ROAD, UNIVERSITY OF MANITOBA, FRANK KENNEDY PHYS ED CENTRE BLDG"	NULL	WINNIPEG	R3T 2N2	1	43:50.9	1	43:50.9	NULL	49.806259	-97.137962	America/Winnipeg	C	538	CA
103086	3086	A	#N/A	170	14055 Boul Du Cure-Labelle	NULL	MIRABEL	J7J 1M3	1	57:39.9	1598866	57:40.0	NULL	45.708405	-73.933234	America/Montreal	C	546	CA
103087	3087	A	#N/A	235	"3333 UNIVERSITY WAY, UNIVERSITY OF BRITISH COLUMBIA"	NULL	KELOWNA	V1V 1V7	1	38:11.1	1598866	38:11.0	NULL	49.939907	-119.395721	America/Vancouver	C	537	CA
103088	3088	A	#N/A	235	"1460 OXFORD ST E, FANSHAWE COLLEGE, BLDG B"	NULL	LONDON	N5V 1W2	1	33:37.7	1598866	33:38.0	NULL	43.012806	-81.199495	America/Toronto	C	544	CA
103089	3089	A	#N/A	235	"1250 PINETREE WAY, DOUGLAS COLLEGE"	NULL	COQUITLAM	V3B 7X3	1	45:59.1	1598866	45:59.0	NULL	49.288775	-122.791484	America/Vancouver	C	537	CA
103090	3090	A	#N/A	235	"2600, COLLEGE ST -BISHOPS UNIVERSITY, STATION LENNOXVILLE - PO BOX 5000"	NULL	SHERBROOKE	J1M 1Z7	1	44:27.9	1598866	44:28.0	NULL	45.364942	-71.846579	America/Montreal	C	546	CA
103091	3091	A	#N/A	235	"575 BAY STREET, RYERSON UNIV - FACULTY OF BUSINESS"	NULL	TORONTO	M5G 2C5	1	37:40.6	1598866	37:40.0	NULL	43.6553	-79.382985	America/Toronto	C	544	CA
103092	3092	A	#N/A	195	45 EVERRIDGE DRIVE SW	NULL	CALGARY	T2Y 4R5	1	38:33.8	1598866	38:34.0	NULL	50.921026	-114.124111	America/Edmonton	C	536	CA
103093	3093	A	#N/A	170	441 BAYVIEW DR	NULL	BARRIE	L4N 8Y2	1	31:26.9	1598866	31:27.0	NULL	44.343844	-79.67775	America/Toronto	C	544	CA
103094	3094	A	#N/A	170	"680, BOUL. MARCOTTE"	NULL	ROBERVAL	G8H 1Z6	1	34:11.9	1598866	34:12.0	NULL	48.512661	-72.224018	America/Montreal	C	546	CA
103095	3095	A	#N/A	235	WELLNESS CENTRE	NULL	LETHBRIDGE	T1K 3M4	1	43:51.3	1598866	43:51.0	NULL	49.677421	-112.865129	America/Edmonton	C	536	CA
103096	3096	A	#N/A	235	"2900 WARDEN AVENUE, BRIDLEWOOD MALL, UNIT 149"	NULL	SCARBOROUGH	M1W 2S8	1	54:07.7	1598866	54:08.0	NULL	43.799154	-79.318725	America/Toronto	C	544	CA
103097	3097	A	#N/A	195	2025 Boul Arthur-Sauve	NULL	LAVAL	H7R 3W8	1	39:28.8	1598866	39:29.0	NULL	45.553578	-73.86976	America/Montreal	C	546	CA
103098	3098	A	#N/A	170	9970 MARKHAM ROAD	NULL	MARKHAM	L3P 3J3	1	02:33.1	1598866	02:33.0	NULL	43.908664	-79.268433	America/Toronto	C	544	CA
103099	3099	I	#N/A	235	"SHELL ALBION OIL FLDS MUSKEG RIVER MINE, ALBION VILLAGE BOX 5328"	NULL	FORT MCMURRAY	T9H 3W1	1	43:50.9	1	43:50.9	NULL	56.725948	-111.43453	America/Edmonton	C	536	CA
103100	3100	A	#N/A	235	3700 MAYOR MCGRATH DR S	NULL	LETHBRIDGE	T1K 7T6	1	38:35.1	1598866	38:35.0	NULL	49.657787	-112.796271	America/Edmonton	C	536	CA
103101	3101	A	#N/A	170	"142 EMERALD DRIVE, PO BOX 1029"	NULL	SOUTHAMPTON	N0H 2L0	1	27:26.5	1598866	27:26.0	NULL	44.49056	-81.375869	America/Toronto	C	544	CA
103102	3102	A	#N/A	235	"9855 AUSTIN ROAD, UNIT 150"	NULL	BURNABY	V3J 1N4	1	11:00.2	1598866	11:00.0	NULL	49.250732	-122.896687	America/Vancouver	C	537	CA
103103	3103	A	#N/A	175	2710 13TH AVENUE	NULL	WAINWRIGHT	T9W 0A2	1	36:22.0	1598866	36:22.0	NULL	52.843079	-110.831537	America/Edmonton	C	536	CA
103104	3104	A	#N/A	170	1135 Boul Cure-Labelle	NULL	BLAINVILLE	J7C 2N2	1	39:29.7	1598866	39:30.0	NULL	45.679309	-73.889725	America/Montreal	C	546	CA
103105	3105	A	#N/A	170	4805 44TH AVENUE	NULL	STONY PLAIN	T7Z 1V5	1	24:43.2	1598866	24:43.0	NULL	53.535866	-114.002995	America/Edmonton	C	536	CA
103106	3106	A	#N/A	235	2055 NOTRE DAME AVE UNIT 515 - RED RIVER COLLEGE	NULL	WINNIPEG	R3H 0J9	1	38:12.8	1598866	38:13.0	NULL	49.919639	-97.211132	America/Winnipeg	C	538	CA
103107	3107	A	#N/A	235	RED DEER COLLEGE THE FORUM	NULL	RED DEER	T4N 5H5	1	38:13.1	1598866	38:13.0	NULL	52.246284	-113.828502	America/Edmonton	C	536	CA
103108	3108	A	#N/A	195	"3351, BOUL TASCHEREAU"	NULL	GREENFIELD PARK	J4V 2H7	1	28:54.8	1598866	28:55.0	NULL	45.49379	-73.478339	America/Montreal	C	546	CA
103109	3109	A	#N/A	235	1555 REGENT AVE WEST	NULL	WINNIPEG	R2C 4J2	1	28:43.9	1598866	28:44.0	NULL	49.898656	-97.059942	America/Winnipeg	C	538	CA
103110	3110	A	#N/A	170	1900 MOSLEY ST	NULL	WASAGA BEACH	L9Z 1A5	1	27:38.0	1598866	27:38.0	NULL	44.474654	-80.075004	America/Toronto	C	544	CA
103111	3111	A	#N/A	170	"22, RUE PRINCIPALE NORD"	NULL	MANIWAKI	J9E 2B3	1	39:31.2	1598866	39:31.0	NULL	46.37841	-75.982879	America/Montreal	C	546	CA
103112	3112	A	#N/A	235	1942 PARKEDALE AVENUE	NULL	BROCKVILLE	K6V 7N4	1	43:49.6	1598866	43:50.0	NULL	44.614301	-75.685995	America/Toronto	C	544	CA
103113	3113	A	#N/A	235	"2100 BOVAIRD DR E, WILLIAM OSLER HEALTH CENTRE, CAFETERIA, ATTN:  DANA HOSPITALITY INC"	NULL	BRAMPTON	L6R 3J7	1	37:32.6	1598866	37:32.0	NULL	43.747557	-79.742404	America/Toronto	C	544	CA
103114	3114	A	#N/A	235	"2100 BOVAIRD DR E, WILLIAM OSLER HEALTH CENTRE, EAST MAIN ENTR PATIENT BLDG LVL 1"	NULL	BRAMPTON	L6R 3J7	1	37:31.9	1598866	37:32.0	NULL	43.748013	-79.743893	America/Toronto	C	544	CA
103115	3115	A	#N/A	235	"2100 BOVAIRD DR E, WILLIAM OSLER HEALTH CENTRE, EMERGENCY"	NULL	BRAMPTON	L6R 3J7	1	37:31.1	1598866	37:31.0	NULL	43.746438	-79.743618	America/Toronto	C	544	CA
103116	3116	A	#N/A	170	563 ESSA ROAD	NULL	BARRIE	L4N 6A9	1	25:05.8	1598866	25:06.0	NULL	44.337793	-79.710107	America/Toronto	C	544	CA
103117	3117	I	#N/A	165	"1250, RUE UNIVERSITY"	NULL	MONTRÉAL	H3B 3B8	1	43:50.9	1	43:50.9	NULL	45.502739	-73.568977	America/Montreal	C	546	CA
103118	3118	A	#N/A	225	299 BUILDING	NULL	EDMONTON	T5J 4J5	1	30:15.5	1598866	30:15.0	NULL	53.66892	-113.491269	America/Edmonton	C	536	CA
103119	3119	A	#N/A	170	3470 CARRINGTON ROAD	NULL	WESTBANK	V4T 3C1	1	44:15.8	1598866	44:16.0	NULL	49.838995	-119.611247	America/Vancouver	C	537	CA
103120	3120	A	#N/A	195	"1515 MAIN ST EAST, RR 6"	NULL	MILTON	L9T 0W2	1	37:29.9	1598866	37:30.0	NULL	43.538732	-79.856393	America/Toronto	C	544	CA
103121	3121	A	#N/A	170	"2800 VICTORIA AVENUE, UNIT C"	NULL	BRANDON	R7B 3X1	1	14:49.1	1598866	14:49.0	NULL	49.841833	-99.97656	America/Winnipeg	C	538	CA
103122	3122	A	#N/A	195	9800 CHINGUACOUSY ROAD	NULL	BRAMPTON	L6X 5E9	1	37:29.1	1598866	37:29.0	NULL	43.681892	-79.803271	America/Toronto	C	544	CA
103123	3123	A	#N/A	235	"250 THE EAST MALL, CLOVERDALE MALL"	NULL	ETOBICOKE	M9B 3Y8	1	37:28.4	1598866	37:28.0	NULL	43.630327	-79.554857	America/Toronto	C	544	CA
103124	3124	A	#N/A	165	455 SPADINA AVENUE	NULL	TORONTO	M5S 1A1	1	39:23.9	1598866	39:24.0	NULL	43.658008	-79.399548	America/Toronto	C	544	CA
103125	3125	A	#N/A	170	8970 GOREWAY DRIVE	NULL	BRAMPTON	L6T 0A8	1	01:00.0	1598866	01:00.0	NULL	43.752084	-79.683846	America/Toronto	C	544	CA
103126	3126	A	#N/A	235	"25 PEEL CENTRE DRIVE, BRAMALEA CITY CENTRE, UNIT 353"	NULL	BRAMPTON	L6T 3R5	1	06:42.9	1598866	06:43.0	NULL	43.715868	-79.72082	America/Toronto	C	544	CA
103127	3127	A	#N/A	235	"501 SMYTH ROAD, THE OTTAWA HOSPITAL-GENERAL CAMPUS, CRITICAL CARE TOWER"	NULL	OTTAWA	K1H 8L6	1	50:31.5	1598866	50:31.0	NULL	45.402171	-75.646223	America/Toronto	C	544	CA
103128	3128	A	#N/A	165	"5900, RUE SHERBROOKE EST"	NULL	MONTREAL	H1N 1B5	1	39:31.8	1598866	39:32.0	NULL	45.576027	-73.546936	America/Montreal	C	546	CA
103129	3129	A	#N/A	170	"262, BOUL. ST-JEAN-BAPTISTE"	NULL	CHATEAUGUAY	J6K 3C2	1	12:56.8	1598866	12:57.0	NULL	45.34609	-73.723053	America/Montreal	C	546	CA
103130	3130	A	#N/A	235	"3300 BLOOR STREET WEST, CLARICA BUILDING, UNIT 102"	NULL	ETOBICOKE	M8Z 5B5	1	38:30.1	1598866	38:30.0	NULL	43.645426	-79.52244	America/Toronto	C	544	CA
103131	3131	A	#N/A	195	1500 MAJOR MACKENZIE DRIVE WEST	NULL	MAPLE	L6A 0A9	1	05:13.3	1598866	05:14.0	NULL	43.861608	-79.48831	America/Toronto	C	544	CA
103132	3132	A	#N/A	165	309-C FINCH AVENUE WEST	NULL	NORTH YORK	M2R 1N2	1	59:35.4	1598866	59:35.0	NULL	43.772916	-79.442297	America/Toronto	C	544	CA
103133	3133	A	#N/A	170	50 OTTAWA STREET WEST	NULL	HAVELOCK	K0L 1Z0	1	58:39.9	1598866	58:40.0	NULL	44.433307	-77.893051	America/Toronto	C	544	CA
103134	3134	A	#N/A	170	"351-A, CH. YAMASKA,  RR2"	NULL	ST-GERMAIN-DE-GRANTHAM	J0C 1K0	1	21:47.7	1598866	21:48.0	NULL	45.854792	-72.583229	America/Montreal	C	546	CA
103135	3135	A	#N/A	170	230 CENTENNIAL ROAD	NULL	ORANGEVILLE	L9W 5K2	1	44:42.4	1598866	44:42.0	NULL	43.902145	-80.118047	America/Toronto	C	544	CA
103136	3136	A	#N/A	165	1800 11TH AVENUE	NULL	REGINA	S4P 0H8	1	18:44.0	1598866	18:44.0	NULL	50.450779	-104.606771	America/Regina	C	547	CA
103137	3137	A	#N/A	170	81 TOLLGATE ROAD WEST	NULL	CORNWALL	K6J 5L5	1	47:54.3	1598866	47:54.0	NULL	45.04574	-74.75066	America/Toronto	C	544	CA
103138	3138	A	#N/A	170	1694 POWICK ROAD	NULL	KELOWNA	V1X 7G5	1	03:24.3	1598866	03:24.0	NULL	49.890767	-119.424074	America/Vancouver	C	537	CA
103139	3139	A	#N/A	235	"1500 RIVERSIDE DRIVE, TIMMINS SQUARE"	NULL	TIMMINS	P4R 1A1	1	37:11.7	1598866	37:12.0	NULL	48.472489	-81.381652	America/Toronto	C	544	CA
103140	3140	A	#N/A	175	8809 100TH STREET	NULL	MORINVILLE	T8R 1V5	1	28:31.5	1598866	28:31.0	NULL	53.785815	-113.645491	America/Edmonton	C	536	CA
103141	3141	A	#N/A	170	11845 OCEOLA ROAD	NULL	LAKE COUNTRY	V4V 1E3	1	07:35.5	1598866	07:36.0	NULL	50.054349	-119.410498	America/Vancouver	C	537	CA
103142	3142	A	#N/A	235	EDMONTON INTL AIRPORT (DEPARTURES)	NULL	EDMONTON	T5J 2T2	1	38:14.1	1598866	38:14.0	NULL	53.3085	-113.584959	America/Edmonton	C	536	CA
103143	3143	A	#N/A	165	148 SIMCOE STREET	NULL	TORONTO	M5H 3G4	1	37:18.7	1598866	37:18.0	NULL	43.649716	-79.387216	America/Toronto	C	544	CA
103144	3144	A	#N/A	165	"33 UNIVERSITY AVENUE, EMPIRE PLAZA"	NULL	TORONTO	M5J 2S7	1	19:22.0	1598866	19:22.0	NULL	43.646341	-79.383657	America/Toronto	C	544	CA
103145	3145	A	#N/A	235	"1800 SHEPPARD AVENUE EAST, FAIRVIEW MALL"	NULL	SCARBOROUGH	M2J 5A7	1	43:54.6	1598866	43:54.0	NULL	43.777927	-79.344338	America/Toronto	C	544	CA
103146	3146	A	#N/A	165	"10153 KING GEORGE HIGHWAY, UNIT 2443"	NULL	SURREY	V3T 2W1	1	41:00.9	1598866	41:01.0	NULL	49.186321	-122.850481	America/Vancouver	C	537	CA
103147	3147	A	#N/A	175	390-398 CUMBERLAND STREET NORTH	NULL	THUNDER BAY	P7A 4P8	1	39:25.1	1598866	39:25.0	NULL	48.4467	-89.202547	America/Thunder_Bay	C	544	CA
103148	3148	A	#N/A	235	3055 26TH AVE NORTH	NULL	LETHBRIDGE	T1H 5P4	1	45:29.5	1598866	45:29.0	NULL	49.729542	-112.796205	America/Edmonton	C	536	CA
103149	3149	A	#N/A	165	1094 BLOOR STREET WEST	NULL	TORONTO	M6H 1M5	1	19:22.9	1598866	19:23.0	NULL	43.660176	-79.434286	America/Toronto	C	544	CA
103150	3150	A	#N/A	170	"36 VERDI DRIVE, BEDFORD COMMONS"	NULL	BEDFORD	B4A 0C2	1	39:00.8	1598866	39:01.0	NULL	44.749419	-63.641782	America/Halifax	C	541	CA
103151	3151	A	#N/A	235	"3401 DUFFERIN STREET, CINEPLEX ENTERTAINMENT COMPLEX"	NULL	TORONTO	M6A 2T9	1	37:16.3	1598866	37:16.0	NULL	43.72687	-79.451545	America/Toronto	C	544	CA
103152	3152	A	#N/A	165	"410, RUE JEAN-TALON OUEST"	NULL	MONTREAL	H3N 1R2	1	39:33.7	1598866	39:34.0	NULL	45.529688	-73.62212	America/Montreal	C	546	CA
103153	3153	A	#N/A	165	"6001 YONGE STREET, WEDGEWOOD PLAZA"	NULL	NORTH YORK	M2M 3W2	1	42:55.4	1598866	42:55.0	NULL	43.789321	-79.417224	America/Toronto	C	544	CA
103154	3154	A	#N/A	170	1145 Rang St edouard	NULL	ST-LIBOIRE	J0H 1R0	1	10:34.4	1598866	10:34.0	NULL	45.687798	-72.806814	America/Montreal	C	546	CA
103155	3155	A	#N/A	175	3134 CLARENCE AVENUE S	NULL	SASKATOON	S7T 0C9	1	39:26.0	1598866	39:26.0	NULL	52.084405	-106.646969	America/Regina	C	547	CA
103156	3156	A	#N/A	170	7337 KINGSTON ROAD	NULL	SCARBOROUGH	M1B 5S3	1	37:10.3	1598866	37:10.0	NULL	43.799838	-79.144672	America/Toronto	C	544	CA
103157	3157	A	#N/A	170	"5840, BOUL. TASCHEREAU"	NULL	BROSSARD	J4W 1M6	1	00:34.3	1598866	00:34.0	NULL	45.4764	-73.4668	America/Montreal	C	546	CA
103158	3158	A	#N/A	170	"400, RUE STRASBOURG"	NULL	CANDIAC	J5R 0B4	1	39:34.3	1598866	39:34.0	NULL	45.3712	-73.5071	America/Montreal	C	546	CA
103159	3159	A	#N/A	170	15930 OLD SIMCOE ROAD	NULL	PORT PERRY	L9L 0A2	1	54:52.0	1598866	54:52.0	NULL	44.110553	-78.957238	America/Toronto	C	544	CA
103160	3160	A	#N/A	165	1176 ST CLAIR AVENUE WEST	NULL	TORONTO	M6E 1B4	1	24:53.0	1598866	24:53.0	NULL	43.677937	-79.443695	America/Toronto	C	544	CA
103161	3161	A	#N/A	165	"1595 WEST BROADWAY, UNIT 101"	NULL	VANCOUVER	V6J 1W6	1	46:49.2	1598866	46:49.0	NULL	49.263842	-123.140921	America/Vancouver	C	537	CA
103162	3162	A	#N/A	170	2636 INNES ROAD	NULL	OTTAWA	K1B 4Z5	1	37:08.7	1598866	37:09.0	NULL	45.431723	-75.563493	America/Toronto	C	544	CA
103163	3163	A	#N/A	170	2020 TRIM ROAD	NULL	ORLEANS	K4A 0G4	1	32:49.2	1598866	32:49.0	NULL	45.468813	-75.453765	America/Toronto	C	544	CA
103164	3164	A	#N/A	170	85 MOUNT HOPE ST	NULL	LINDSAY	K9V 5J1	1	37:07.4	1598866	37:07.0	NULL	44.368533	-78.723232	America/Toronto	C	544	CA
